,Sx,Sy,Sz,Rx,Ry,Rz,Ax,Ay,Az,Attenuation,30Hz,60Hz,90Hz
112,1.4,2,0.82,1.4,1,0.82,0.2,1.6,0.82,8.43448951963805,18.6074900946702,28.86075144378,1.24989595836961
113,1.4,2,0.82,1.4,1,0.82,0.2,1.65,0.82,9.12687340433416,9.41808508608305,46.985611113385,3.56012274764578
114,1.4,2,0.82,1.4,1,0.82,0.2,1.7,0.82,10.0821733798592,9.34951034090075,45.8656756453471,5.5853512965145
115,1.4,2,0.82,1.4,1,0.82,0.2,1.75,0.82,11.9113889138779,17.3049807161384,45.4547370506078,6.11435896345795
116,1.4,2,0.82,1.4,1,0.82,0.2,1.8,0.82,11.1707928776793,34.2734985293586,49.252788581282,4.60409062245674
117,1.4,2,0.82,1.4,1,0.82,0.2,1.85,0.82,8.92756369538078,45.3695200788073,56.5122115350914,1.6755186175279
118,1.4,2,0.82,1.4,1,0.82,0.2,1.9,0.82,7.48825998952765,49.0217077478819,46.6490452459166,0.071341365695748
119,1.4,2,0.82,1.4,1,0.82,0.2,1.95,0.82,9.52324573715621,52.2183636456818,45.3761866343113,2.3804803405431
120,1.4,2,0.82,1.4,1,0.82,0.2,2,0.82,14.0107146880986,46.5272126450256,41.7871216894291,9.28682130925896
121,1.4,2,0.82,1.4,1,0.82,0.2,2.05,0.82,15.7701857052673,48.8898762454892,36.4861364102573,16.2488921406716
122,1.4,2,0.82,1.4,1,0.82,0.2,2.1,0.82,16.2302510876716,47.3380906670589,32.1549122817838,21.2632280530931
123,1.4,2,0.82,1.4,1,0.82,0.25,0.1,0.82,9.18607936317693,52.9441485307154,7.43614264072574,11.7440280433598
124,1.4,2,0.82,1.4,1,0.82,0.25,0.15,0.82,9.56813134613623,49.3678557632865,10.2097651738975,5.68686655965216
125,1.4,2,0.82,1.4,1,0.82,0.25,0.2,0.82,8.39164250666053,50.0658105820431,15.2890489670759,1.59076695977682
126,1.4,2,0.82,1.4,1,0.82,0.25,0.25,0.82,7.58352710676672,50.4791325070628,18.6184876990056,0.355060351717602
127,1.4,2,0.82,1.4,1,0.82,0.25,0.3,0.82,8.83660339518274,45.9772943574972,21.2147712086512,1.69265327989406
128,1.4,2,0.82,1.4,1,0.82,0.25,0.35,0.82,9.68118383797776,31.4222143904037,19.1984226756181,2.91125936047527
129,1.4,2,0.82,1.4,1,0.82,0.25,0.4,0.82,11.2520685285829,21.8048799567465,27.8553214091402,4.81406877476622
130,1.4,2,0.82,1.4,1,0.82,0.25,0.45,0.82,8.49458454782098,7.44532852950122,24.8446710253453,3.6961873996767
131,1.4,2,0.82,1.4,1,0.82,0.25,0.5,0.82,4.97356557483888,2.06308895643666,18.0496211159881,1.84785788016977
132,1.4,2,0.82,1.4,1,0.82,0.25,0.55,0.82,5.01752705128666,5.14889758851047,8.37352829324819,0.729148207076692
133,1.4,2,0.82,1.4,1,0.82,0.25,0.6,0.82,3.99326065507247,17.5453752367314,2.97656339957162,1.37273568703477
134,1.4,2,0.82,1.4,1,0.82,0.25,0.65,0.82,2.71566071794758,36.7449165562561,0.738774713873122,3.20548515713626
135,1.4,2,0.82,1.4,1,0.82,0.25,0.7,0.82,5.60867969920373,44.448944461377,4.1316974707248,4.24835123420219
136,1.4,2,0.82,1.4,1,0.82,0.25,0.75,0.82,10.1708151044845,55.2816895427282,14.5917714279215,4.25990575137377
137,1.4,2,0.82,1.4,1,0.82,0.25,0.8,0.82,10.2176854048117,47.1172026685567,37.795174062896,3.2438268845091
138,1.4,2,0.82,1.4,1,0.82,0.25,0.85,0.82,8.59945989443141,48.5026053546273,45.4539435810946,1.34490751672432
139,1.4,2,0.82,1.4,1,0.82,0.25,0.9,0.82,7.87042393204908,54.8006806880566,52.3236096072477,0.450375169153473
140,1.4,2,0.82,1.4,1,0.82,0.25,0.95,0.82,8.48035350490484,53.8262976362033,54.136480566463,1.24425982757002
141,1.4,2,0.82,1.4,1,0.82,0.25,1,0.82,9.74589246347232,52.7608466941752,45.0322325212066,2.65404282220247
142,1.4,2,0.82,1.4,1,0.82,0.25,1.05,0.82,11.6686442213492,51.0966973839209,53.3320312731963,5.2264546982157
143,1.4,2,0.82,1.4,1,0.82,0.25,1.1,0.82,11.550365337024,55.1806819285174,56.0618288565214,5.07462986951974
144,1.4,2,0.82,1.4,1,0.82,0.25,1.15,0.82,10.4067504996401,52.2418470113712,51.822683629162,3.51023764399708
145,1.4,2,0.82,1.4,1,0.82,0.25,1.2,0.82,9.56119162359645,56.1622316471632,57.7420899478913,2.45330128840006
146,1.4,2,0.82,1.4,1,0.82,0.25,1.25,0.82,8.07849069275677,50.3136024950849,46.7119444094895,0.753957464137578
147,1.4,2,0.82,1.4,1,0.82,0.25,1.3,0.82,7.77615642789933,53.1907020319859,41.0596278082388,0.40341093105312
148,1.4,2,0.82,1.4,1,0.82,0.25,1.35,0.82,8.28014757044905,53.6076980488865,19.5503130094143,1.10408780951799
149,1.4,2,0.82,1.4,1,0.82,0.25,1.4,0.82,6.84535954186407,54.6049291191604,7.36201282535366,2.17999509366782
150,1.4,2,0.82,1.4,1,0.82,0.25,1.45,0.82,3.20233726583499,45.2696217460163,1.61528709334855,2.00511022493374
151,1.4,2,0.82,1.4,1,0.82,0.25,1.5,0.82,4.12153724283983,46.3616796634066,3.10631163827296,1.35762465553056
152,1.4,2,0.82,1.4,1,0.82,0.25,1.55,0.82,6.09669743260742,30.0539586619693,8.15921658293468,0.301404184520155
153,1.4,2,0.82,1.4,1,0.82,0.25,1.6,0.82,7.25368058750054,18.7230557969224,18.6649527372217,0.041083733976183
154,1.4,2,0.82,1.4,1,0.82,0.25,1.65,0.82,7.19664443685773,8.89310198627259,25.5602149249894,0.852075464231992
155,1.4,2,0.82,1.4,1,0.82,0.25,1.7,0.82,7.62421198131656,7.31576372181832,29.1294427122625,2.07877492050612
156,1.4,2,0.82,1.4,1,0.82,0.25,1.75,0.82,8.8723134627084,12.4791390642306,25.9498914031032,2.38500433656617
157,1.4,2,0.82,1.4,1,0.82,0.25,1.8,0.82,9.13908906883202,28.3586325038698,25.4860325625841,2.04553734839423
158,1.4,2,0.82,1.4,1,0.82,0.25,1.85,0.82,7.62491509268586,40.7542978098181,17.8783106968902,0.503201090458099
159,1.4,2,0.82,1.4,1,0.82,0.25,1.9,0.82,7.11110731677523,54.2813050026293,13.3206534372098,0.213498611190813
160,1.4,2,0.82,1.4,1,0.82,0.25,1.95,0.82,7.45228245978453,50.3125790725712,8.37425517644319,2.52474429906596
161,1.4,2,0.82,1.4,1,0.82,0.25,2,0.82,7.75791312905307,48.9486870885621,5.99781802111132,8.71074422530347
162,1.4,2,0.82,1.4,1,0.82,0.25,2.05,0.82,6.32411896254784,47.4166501141318,3.90300975000507,15.3441618517169
163,1.4,2,0.82,1.4,1,0.82,0.25,2.1,0.82,4.97016560210291,49.6930402682329,2.46036351299672,17.1467548761043
164,1.4,2,0.82,1.4,1,0.82,0.3,0.1,0.82,13.025571554292,53.1856654477427,14.3822476821056,12.3734865899478
165,1.4,2,0.82,1.4,1,0.82,0.3,0.15,0.82,10.5922329403579,47.3974560149987,12.6244275788933,5.95513092174832
166,1.4,2,0.82,1.4,1,0.82,0.3,0.2,0.82,7.55846529283417,49.5493743717901,10.2634775359534,1.6355532648248
167,1.4,2,0.82,1.4,1,0.82,0.3,0.25,0.82,6.96014403979964,50.5399798357665,9.79877334219254,0.8662590511536
168,1.4,2,0.82,1.4,1,0.82,0.3,0.3,0.82,8.26867182426293,44.3949520608005,10.5469662071262,2.59298989919886
169,1.4,2,0.82,1.4,1,0.82,0.3,0.35,0.82,9.74461750783041,32.3657445630148,11.5891817953484,4.86605572594066
170,1.4,2,0.82,1.4,1,0.82,0.3,0.4,0.82,9.50451515159201,14.1531263659023,11.1218705090933,5.51974183678402
171,1.4,2,0.82,1.4,1,0.82,0.3,0.45,0.82,6.87495890203913,4.52937992015312,11.1315918750783,5.42582769776686
172,1.4,2,0.82,1.4,1,0.82,0.3,0.5,0.82,4.08081097197785,1.36730869061652,7.87970425975566,3.6923728872724
173,1.4,2,0.82,1.4,1,0.82,0.3,0.55,0.82,4.86853881566789,6.97598931699862,4.63874529627178,3.13775000022923
174,1.4,2,0.82,1.4,1,0.82,0.3,0.6,0.82,2.98398129384146,19.6099102213785,1.09052269727703,3.23359395324323
175,1.4,2,0.82,1.4,1,0.82,0.3,0.65,0.82,2.30537044850738,41.8719708095462,0.102130705106939,4.68163997671373
176,1.4,2,0.82,1.4,1,0.82,0.3,0.7,0.82,4.73717994776221,52.3551632720354,2.96103975554765,4.50697220734259
177,1.4,2,0.82,1.4,1,0.82,0.3,0.75,0.82,9.87029632939964,48.5157780024807,12.5412636560026,4.44234384749648
178,1.4,2,0.82,1.4,1,0.82,0.3,0.8,0.82,9.59347099882909,52.082251857207,28.5889630730205,2.51139272889596
179,1.4,2,0.82,1.4,1,0.82,0.3,0.85,0.82,8.03232518066173,50.4729899008048,47.1774440441121,0.658985042253971
180,1.4,2,0.82,1.4,1,0.82,0.3,0.9,0.82,7.80881977053576,52.4942420414794,46.843540979774,0.378075493681145
181,1.4,2,0.82,1.4,1,0.82,0.3,0.95,0.82,9.11263570642929,53.9254515529119,46.033615664614,1.88005259456061
182,1.4,2,0.82,1.4,1,0.82,0.3,1,0.82,10.6936182123794,51.6311294488245,52.9113223011575,3.86709623171088
183,1.4,2,0.82,1.4,1,0.82,0.3,1.05,0.82,13.0634742096381,46.7206573369208,46.6279576081487,7.4731715202912
184,1.4,2,0.82,1.4,1,0.82,0.3,1.1,0.82,12.684011249761,55.1919930086314,55.6488112749347,6.82971288197877
185,1.4,2,0.82,1.4,1,0.82,0.3,1.15,0.82,11.6098572522551,48.471684232206,54.9279288908695,5.1236065109438
186,1.4,2,0.82,1.4,1,0.82,0.3,1.2,0.82,10.4074926327721,49.0893870304091,45.4394186325334,3.56574314360272
187,1.4,2,0.82,1.4,1,0.82,0.3,1.25,0.82,8.74721478947016,54.7413433853634,52.3273844231674,1.43587228182009
188,1.4,2,0.82,1.4,1,0.82,0.3,1.3,0.82,8.13023924944949,52.7296539390407,31.5862128531452,0.85049843520426
189,1.4,2,0.82,1.4,1,0.82,0.3,1.35,0.82,8.55535336428595,50.4564047534163,16.0980208413268,1.66631571036823
190,1.4,2,0.82,1.4,1,0.82,0.3,1.4,0.82,8.06951936843539,48.1122337333197,8.89249265159559,3.34063126594579
191,1.4,2,0.82,1.4,1,0.82,0.3,1.45,0.82,5.86764413825808,49.9757629357919,4.8784618046495,3.26522367681746
192,1.4,2,0.82,1.4,1,0.82,0.3,1.5,0.82,7.1738104839028,46.7685513705724,7.3154566043012,2.94466328662777
193,1.4,2,0.82,1.4,1,0.82,0.3,1.55,0.82,7.46261083181577,33.4803222463121,10.7772190665562,1.28536524726081
194,1.4,2,0.82,1.4,1,0.82,0.3,1.6,0.82,7.41251222598042,20.1601188136172,18.5396888601455,0.274960321085626
195,1.4,2,0.82,1.4,1,0.82,0.3,1.65,0.82,6.78193959690591,9.64185420074742,23.2610473021999,0.123722789659565
196,1.4,2,0.82,1.4,1,0.82,0.3,1.7,0.82,6.53465097047364,6.37708459017446,22.2626626319389,0.802673505593294
197,1.4,2,0.82,1.4,1,0.82,0.3,1.75,0.82,7.37860731396561,9.63123167409728,16.3640184387543,1.20227113516833
198,1.4,2,0.82,1.4,1,0.82,0.3,1.8,0.82,7.91322264909914,21.590827973291,14.4521029658113,1.11742173401579
199,1.4,2,0.82,1.4,1,0.82,0.3,1.85,0.82,6.59050550876815,35.1012130935259,9.836598825268,0.34745757962553
200,1.4,2,0.82,1.4,1,0.82,0.3,1.9,0.82,5.71259021329522,56.4289618345859,7.00175727914886,0.322734066723964
201,1.4,2,0.82,1.4,1,0.82,0.3,1.95,0.82,5.89075249430836,44.7194665632932,5.29480518573669,2.42667544861078
202,1.4,2,0.82,1.4,1,0.82,0.3,2,0.82,7.06692919644073,42.6290462215615,5.40374600579662,7.00036512382627
203,1.4,2,0.82,1.4,1,0.82,0.3,2.05,0.82,7.74265311687704,47.1790949305461,5.67440458807066,11.3494761545331
204,1.4,2,0.82,1.4,1,0.82,0.3,2.1,0.82,8.48877626067351,45.9463170507321,6.39620814061039,14.6887745397972
205,1.4,2,0.82,1.4,1,0.82,0.35,0.1,0.82,14.3254382319729,52.6704331520954,45.7034196498513,10.3714485399922
206,1.4,2,0.82,1.4,1,0.82,0.35,0.15,0.82,11.3876222652823,45.9121089845145,44.5252118867277,4.9454619739166
207,1.4,2,0.82,1.4,1,0.82,0.35,0.2,0.82,8.43711303291793,54.7222727233768,39.3079754571289,1.11055508237845
208,1.4,2,0.82,1.4,1,0.82,0.35,0.25,0.82,8.51063315140175,49.8223924167631,27.8746904731023,1.20644185871619
